shipment_id,p_late,severity_p50,line_item_value,risk_tier,action,simulated_net_benefit,robustness,human_approval_required
2153,0.4711165917501262,0.0,9.76428295481558,WATCH,MONITOR,-10.0,ROBUST,False
2171,0.4728535661593133,0.0,13.03915783992031,WATCH,MONITOR,-10.0,ROBUST,False
2173,0.38823456774825493,0.0,5.420534999272286,WATCH,MONITOR,-10.0,ROBUST,False
2257,0.406305328419016,0.0,7.901377353792616,WATCH,MONITOR,-10.0,ROBUST,False
2295,0.13659318317185887,0.0,7.685703061234547,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2297,0.3055503339112935,0.0,9.980494888896912,WATCH,MONITOR,-10.0,ROBUST,False
2298,0.19263319651559976,0.0,8.96264794774056,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2305,0.17248721744544693,0.0,14.04662307257814,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2328,0.4241213196493331,0.0,11.67505281781187,WATCH,MONITOR,-10.0,ROBUST,False
2399,0.154015254672219,0.0,9.259225769705994,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2417,0.2874606547985541,0.0,13.381647518543097,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2441,0.47543129583441324,0.0,7.004337376828381,WATCH,MONITOR,-10.0,ROBUST,False
2447,0.17433282222613702,0.0,11.98854454800156,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2450,0.4911973694952939,0.0,7.72616853837448,WATCH,MONITOR,-10.0,ROBUST,False
2451,0.4977151943044237,0.0,9.625821815359835,WATCH,MONITOR,-10.0,ROBUST,False
2463,0.32224686187296114,0.0,11.175282543364675,WATCH,MONITOR,-10.0,ROBUST,False
2474,0.16805709607086317,0.0,7.273092595999522,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2475,0.22644195517635826,0.0,3.7887247890836524,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2476,0.26979713307061404,0.0,3.7887247890836524,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2477,0.2237296897432892,0.0,10.551924982703788,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2478,0.21225423195060633,0.0,10.12025079288605,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2481,0.488891883686543,0.0,5.707774495925738,WATCH,MONITOR,-10.0,ROBUST,False
2499,0.16134593096629826,0.0,8.006800807121806,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2502,0.3933311634867449,0.0,5.081404364984463,WATCH,MONITOR,-10.0,ROBUST,False
2503,0.10016411577566996,0.0,11.981934850119066,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2506,0.33847306776095076,0.0,11.33672513518121,WATCH,MONITOR,-10.0,ROBUST,False
2536,0.466377201581621,0.0,12.668325313535279,WATCH,MONITOR,-10.0,ROBUST,False
2539,0.6279308303417698,29.49400960615726,11.608244735642321,HIGH_RISK,HUMAN_REVIEW,-50.0,ROBUST,True
2558,0.1742103901030877,0.0,10.933124826700707,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2559,0.36067191795137077,0.0,7.576097340623111,WATCH,MONITOR,-10.0,ROBUST,False
2562,0.3850405629193573,0.0,9.642187721358466,WATCH,MONITOR,-10.0,ROBUST,False
2571,0.37521220758079254,0.0,8.24301946898925,WATCH,MONITOR,-10.0,ROBUST,False
2588,0.22772675200854964,0.0,6.734591659972948,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2601,0.20088096086373236,0.0,6.0844994130751715,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2602,0.48236751998481775,0.0,7.297226497335952,WATCH,MONITOR,-10.0,ROBUST,False
2603,0.46931980330797185,0.0,11.87757552297847,WATCH,MONITOR,-10.0,ROBUST,False
2632,0.28292664395712813,0.0,12.322193277937433,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2686,0.4384775464617494,0.0,8.527341522468053,WATCH,MONITOR,-10.0,ROBUST,False
2687,0.2809293910537184,0.0,7.80016307039296,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2708,0.26975560722900416,0.0,12.141539457711714,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2721,0.16270517903971787,0.0,11.141180392064626,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2733,0.27056242259678914,0.0,9.90353755128617,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2740,0.3149667754399228,0.0,12.506180941677357,WATCH,MONITOR,-10.0,ROBUST,False
2741,0.6304414628598096,25.28094750030682,12.6459424009624,HIGH_RISK,TRANSPORT_MODE_REVIEW,350.03793782720277,ROBUST,True
2756,0.2776452020701626,0.0,12.283038316285214,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2765,0.4125424873580802,0.0,12.533309509940082,WATCH,MONITOR,-10.0,ROBUST,False
2766,0.37201842254970796,0.0,6.85751406254539,WATCH,MONITOR,-10.0,ROBUST,False
2767,0.35406279554557407,0.0,8.630700432209832,WATCH,MONITOR,-10.0,ROBUST,False
2785,0.463822171374881,0.0,9.707533494010876,WATCH,MONITOR,-10.0,ROBUST,False
2795,0.10721280393009201,0.0,11.51293546492023,LOW_RISK,NO_ACTION,0.0,ROBUST,False
2796,0.32281903447689364,0.0,9.328212292571072,WATCH,MONITOR,-10.0,ROBUST,False
2808,0.8136537664042608,36.703959904922236,10.903232090743039,HIGH_RISK,TRANSPORT_MODE_REVIEW,350.0327096962719,ROBUST,True
