fold_id,feature_name,feature_type,tier,psi,normalized_wasserstein,ks_pvalue,ks_fdr_rejected,js_distance,chi2_pvalue,status
1,T_pred_dayofweek,numerical,TIER_3,0.10649915525881004,0.13376825988626603,0.0014917354975138015,True,,,YELLOW
1,country_hist_volume,numerical,TIER_1,2.4648557989747983,1.2268088399939279,6.127635115783738e-132,True,,,RED
1,Line Item Quantity,numerical,TIER_1,0.1250772441993879,0.17457169654265853,0.000889371839979962,True,,,YELLOW
1,Country,categorical,TIER_1,3.270622925623475,,,,0.42267294185845894,6.523895637858185e-68,RED
1,Brand,categorical,TIER_3,1.1426819668011863,,,,0.2563033589249066,5.879571309214314e-15,RED
1,Fulfill Via,categorical,TIER_3,0.08623716178218485,,,,0.12447569591194681,3.729203219844418e-13,RED
1,Molecule/Test Type,categorical,TIER_3,1.5439273695067728,,,,0.38881587185740046,1.281542767398704e-44,RED
1,Manufacturing Site,categorical,TIER_3,2.8546475756186047,,,,0.4264415688773404,9.89676585590916e-147,RED
1,First Line Designation,categorical,TIER_3,0.016519812050626307,,,,0.05454355095106309,0.0009457623082715614,RED
1,Dosage Form,categorical,TIER_3,0.3594247043289765,,,,0.1985518829468789,1.2750626937141286e-16,RED
1,Dosage,categorical,TIER_3,1.271901971092027,,,,0.36932323143813894,5.260396621173474e-35,RED
1,Shipment Mode,categorical,TIER_2,0.283279442266234,,,,0.1817472660340831,3.715242783987882e-17,RED
1,Product Group,categorical,TIER_3,0.05544567580958578,,,,0.05398184811803048,0.1816904265992838,GREEN
1,Sub Classification,categorical,TIER_3,0.043882186076870354,,,,0.05487134162194625,0.23587397129299698,GREEN
1,Vendor INCO Term,categorical,TIER_1,0.7189242007636155,,,,0.2936482761948626,9.050877019328105e-30,RED
1,Vendor,categorical,TIER_1,1.923720354692786,,,,0.34570536329193124,6.760533676808473e-33,RED
2,Unit Price,numerical,TIER_2,0.19885925609609717,0.1273117344170057,3.171789092720478e-05,True,,,YELLOW
2,vendor_hist_volume,numerical,TIER_1,4.098311317552152,1.4920704285289499,1.6683141363696073e-175,True,,,RED
2,country_hist_delay_rate,numerical,TIER_1,0.3260683517444559,0.5313626558708449,2.2919567308969753e-46,True,,,RED
2,T_pred_quarter,numerical,TIER_3,0.2807715379293681,0.46072828576211633,1.2797022106465523e-44,True,,,RED
2,vendor_hist_delay_median,numerical,TIER_3,3.503171719974015,0.2985084949251287,1.0932043921440584e-40,True,,,RED
2,weight_is_numeric,numerical,TIER_3,0.0,0.025481378541917326,0.9999839371292824,False,,,GREEN
2,freight_is_numeric,numerical,TIER_3,0.0,0.07401823859213713,0.3985168866760579,False,,,GREEN
2,vendor_hist_delay_rate,numerical,TIER_1,4.182201934797741,0.45509059074791924,3.686755493661089e-60,True,,,RED
2,is_rdc_fulfillment,numerical,TIER_2,0.0,0.1363883547309269,0.004901648607252984,True,,,GREEN
2,po_sent_is_date,numerical,TIER_3,0.0,0.13638835473092692,0.004901648607252984,True,,,GREEN
2,Forecast_Horizon_Days,numerical,TIER_1,0.22660539579269423,0.435165954452484,6.548613894989416e-20,True,,,RED
2,PQ_to_PO_Days,numerical,TIER_2,0.18170837970460224,0.20551658055659122,4.3863396717179377e-14,True,,,YELLOW
2,T_pred_year,numerical,TIER_3,8.163664337880025,2.016181520403516,0.0,True,,,RED
2,T_pred_month,numerical,TIER_2,7.358222399134352,0.4980800212936842,8.479439722962363e-83,True,,,RED
2,Unit of Measure (Per Pack),numerical,TIER_2,0.0025116705467742623,0.04342350109463455,0.9885623288978125,False,,,GREEN
2,pq_first_sent_is_date,numerical,TIER_3,0.0,0.4222711690927388,2.638647256496327e-13,True,,,RED
2,site_hist_delay_rate,numerical,TIER_2,3.365838368730122,0.556830692372191,2.8933596043688576e-122,True,,,RED
2,country_hist_delay_median,numerical,TIER_2,0.1318482130477349,0.18460023406358936,1.2219655551908618e-09,True,,,YELLOW
2,Line Item Value,numerical,TIER_2,0.021715117227085037,0.07858688070983563,0.01562586526276889,True,,,GREEN
2,Pack Price,numerical,TIER_2,0.48425258057480225,0.13527584315098481,0.00012187209670262058,True,,,RED
2,is_pre_pq_process,numerical,TIER_3,0.0,0.42227116909273876,2.638647256496327e-13,True,,,RED
2,Line Item Insurance (USD),numerical,TIER_1,0.013165008492682418,0.0655793068752976,0.12061489686646974,False,,,GREEN
2,Scheduled_Transit_Days,numerical,TIER_1,0.22660539579269423,0.435165954452484,6.548613894989416e-20,True,,,RED
2,T_pred_dayofweek,numerical,TIER_3,0.05983888760883845,0.09871157899896861,0.036041570888038,True,,,GREEN
2,country_hist_volume,numerical,TIER_1,1.2759438227019708,1.1052113289490186,5.163321842568846e-118,True,,,RED
2,Line Item Quantity,numerical,TIER_1,0.04652654346316884,0.12302994570879973,0.0006588271986176816,True,,,GREEN
2,Country,categorical,TIER_1,1.2393083711532695,,,,0.36758352561062196,8.941335036393622e-89,RED
2,Brand,categorical,TIER_3,0.6660141432758389,,,,0.19953978768764127,7.374872270694205e-09,RED
2,Fulfill Via,categorical,TIER_3,0.01858841559695143,,,,0.05787552424994631,0.00021094950630423345,RED
2,Molecule/Test Type,categorical,TIER_3,1.1602296407098598,,,,0.32742089067402774,1.449329292189016e-57,RED
2,Manufacturing Site,categorical,TIER_3,1.7839027836263979,,,,0.3339563743628195,1.6292545406195061e-52,RED
2,First Line Designation,categorical,TIER_3,0.002498252785535229,,,,0.02122323355192882,0.16862638546126188,GREEN
2,Dosage Form,categorical,TIER_3,0.3474944807153304,,,,0.20235733509018947,2.1359584707224777e-37,RED
2,Dosage,categorical,TIER_3,1.027173853790013,,,,0.32551704153850664,9.217734444067024e-47,RED
2,Shipment Mode,categorical,TIER_2,0.16048666427630337,,,,0.12453866005869374,1.362152617875837e-11,RED
2,Product Group,categorical,TIER_3,0.04899342859088978,,,,0.051308389509676665,0.1396780516237296,GREEN
2,Sub Classification,categorical,TIER_3,0.06318775734432429,,,,0.08412747187942982,2.218232582989473e-05,RED
2,Vendor INCO Term,categorical,TIER_1,0.2633311371502601,,,,0.19838509130485804,1.1645059619577088e-19,RED
2,Vendor,categorical,TIER_1,0.6183097627353001,,,,0.2032493464033645,1.580176318627946e-07,RED
3,Unit Price,numerical,TIER_2,0.2535018569763447,0.09574153733192407,1.288710658522826e-06,True,,,RED
3,vendor_hist_volume,numerical,TIER_1,4.1433897821263415,1.388803550714229,1.8601147840324347e-160,True,,,RED
3,country_hist_delay_rate,numerical,TIER_1,1.3307002430900832,0.745563971465247,6.384727015564883e-98,True,,,RED
3,T_pred_quarter,numerical,TIER_3,3.494371948248565,0.5463279997152043,3.1252417754867905e-73,True,,,RED
3,vendor_hist_delay_median,numerical,TIER_3,5.550977208765868,0.2825064116050956,9.883383975889291e-27,True,,,RED
3,weight_is_numeric,numerical,TIER_3,0.0,0.183260093620179,0.0007078896463635074,True,,,YELLOW
3,freight_is_numeric,numerical,TIER_3,0.0,0.13690965954541548,0.01957530618501497,True,,,GREEN
3,vendor_hist_delay_rate,numerical,TIER_1,5.371964113973146,0.373840482988142,1.4624376915991054e-37,True,,,RED
3,is_rdc_fulfillment,numerical,TIER_2,0.0,0.13877698911637903,0.009792444733336318,True,,,GREEN
3,po_sent_is_date,numerical,TIER_3,0.0,0.13877698911637903,0.009792444733336318,True,,,GREEN
3,Forecast_Horizon_Days,numerical,TIER_1,0.3029916867843424,0.3801371819200601,4.363988704831508e-18,True,,,RED
3,PQ_to_PO_Days,numerical,TIER_2,0.20021257243711998,0.2581081580125229,5.086855769690609e-11,True,,,YELLOW
3,T_pred_year,numerical,TIER_3,10.229620058522563,1.7561412768905234,4.7e-322,True,,,RED
3,T_pred_month,numerical,TIER_2,6.371724651300355,0.5675467567433289,3.1252417754867905e-73,True,,,RED
3,Unit of Measure (Per Pack),numerical,TIER_2,0.0218459635343431,0.08786317055402736,0.19358777085732026,False,,,GREEN
3,pq_first_sent_is_date,numerical,TIER_3,0.0,0.3920349495944626,6.278300167111614e-09,True,,,RED
3,site_hist_delay_rate,numerical,TIER_2,0.9195402939635153,0.6137743660734567,1.3574833012172692e-86,True,,,RED
3,country_hist_delay_median,numerical,TIER_2,0.008149447349493867,0.1946269166097882,0.0005668034446922273,True,,,YELLOW
3,Line Item Value,numerical,TIER_2,0.05660776811754464,0.09049812779898389,0.0341679265823254,True,,,GREEN
3,Pack Price,numerical,TIER_2,0.1780429637896832,0.1569196780850933,8.664064548652675e-05,True,,,YELLOW
3,is_pre_pq_process,numerical,TIER_3,0.0,0.3920349495944626,6.278300167111614e-09,True,,,RED
3,Line Item Insurance (USD),numerical,TIER_1,0.04311387085373933,0.16074076192237682,0.0014002851749065667,True,,,YELLOW
3,Scheduled_Transit_Days,numerical,TIER_1,0.3029916867843424,0.3801371819200601,4.363988704831508e-18,True,,,RED
3,T_pred_dayofweek,numerical,TIER_3,0.15260715615365283,0.3705838732975576,1.456081930849495e-12,True,,,RED
3,country_hist_volume,numerical,TIER_1,3.046229783755689,1.502572062560781,4.0374836311230964e-166,True,,,RED
3,Line Item Quantity,numerical,TIER_1,0.04678575248556356,0.10832281950971566,0.01292238136256554,True,,,GREEN
3,Country,categorical,TIER_1,1.0032810192897075,,,,0.29723409203611034,6.190632741038335e-39,RED
3,Brand,categorical,TIER_3,0.540282889227334,,,,0.19623714588813088,3.539179428263445e-07,RED
3,Fulfill Via,categorical,TIER_3,0.019333490480720042,,,,0.059022904530453404,0.0006340985853330811,RED
3,Molecule/Test Type,categorical,TIER_3,1.234358688163436,,,,0.30369943145693185,8.168062087755197e-39,RED
3,Manufacturing Site,categorical,TIER_3,1.5548865841301711,,,,0.3036112993819392,3.06253395847431e-14,RED
3,First Line Designation,categorical,TIER_3,0.06101905673622428,,,,0.10467732754622937,1.2345058045448252e-10,RED
3,Dosage Form,categorical,TIER_3,0.2719269771519304,,,,0.16712322478437547,4.750382063746838e-17,RED
3,Dosage,categorical,TIER_3,1.01822943970708,,,,0.2959696032349906,9.898847885658731e-19,RED
3,Shipment Mode,categorical,TIER_2,0.4330119897910679,,,,0.2553390795882638,3.868179758035516e-55,RED
3,Product Group,categorical,TIER_3,0.10266757473762485,,,,0.09964035561907059,1.119570036810062e-05,RED
3,Sub Classification,categorical,TIER_3,0.133423565752351,,,,0.1221733165606448,9.978541764283007e-09,RED
